"TIME","GEO","UNIT","SECTOR","COFOG99","NA_ITEM","Value","Flag and Footnotes"
"2015","Belgium","Percentage of gross domestic product (GDP)","General government","Recreational and sporting services","Total general government expenditure","0.3",""
"2015","Bulgaria","Percentage of gross domestic product (GDP)","General government","Recreational and sporting services","Total general government expenditure","0.7",""
"2015","Switzerland","Percentage of gross domestic product (GDP)","General government","Recreational and sporting services","Total general government expenditure",":",""
"2015","Cyprus","Percentage of gross domestic product (GDP)","General government","Recreational and sporting services","Total general government expenditure","0.3",""
"2015","Czech Republic","Percentage of gross domestic product (GDP)","General government","Recreational and sporting services","Total general government expenditure","0.4",""
"2015","Germany (until 1990 former territory of the FRG)","Percentage of gross domestic product (GDP)","General government","Recreational and sporting services","Total general government expenditure","0.3",""
"2015","Denmark","Percentage of gross domestic product (GDP)","General government","Recreational and sporting services","Total general government expenditure","0.4",""
"2015","Estonia","Percentage of gross domestic product (GDP)","General government","Recreational and sporting services","Total general government expenditure","0.4",""
"2015","Greece","Percentage of gross domestic product (GDP)","General government","Recreational and sporting services","Total general government expenditure","0.3",""
"2015","Spain","Percentage of gross domestic product (GDP)","General government","Recreational and sporting services","Total general government expenditure","0.4",""
"2015","Finland","Percentage of gross domestic product (GDP)","General government","Recreational and sporting services","Total general government expenditure","0.5","b"
"2015","France","Percentage of gross domestic product (GDP)","General government","Recreational and sporting services","Total general government expenditure","0.6",""
"2015","Croatia","Percentage of gross domestic product (GDP)","General government","Recreational and sporting services","Total general government expenditure","0.1","p"
"2015","Hungary","Percentage of gross domestic product (GDP)","General government","Recreational and sporting services","Total general government expenditure","0.5",""
"2015","Ireland","Percentage of gross domestic product (GDP)","General government","Recreational and sporting services","Total general government expenditure","0.1",""
"2015","Iceland","Percentage of gross domestic product (GDP)","General government","Recreational and sporting services","Total general government expenditure","1.5","p"
"2015","Italy","Percentage of gross domestic product (GDP)","General government","Recreational and sporting services","Total general government expenditure","0.3",""
"2015","Lithuania","Percentage of gross domestic product (GDP)","General government","Recreational and sporting services","Total general government expenditure","0.1",""
"2015","Luxembourg","Percentage of gross domestic product (GDP)","General government","Recreational and sporting services","Total general government expenditure","0.5",""
"2015","Latvia","Percentage of gross domestic product (GDP)","General government","Recreational and sporting services","Total general government expenditure","0.3",""
"2015","Malta","Percentage of gross domestic product (GDP)","General government","Recreational and sporting services","Total general government expenditure","0.1",""
"2015","Netherlands","Percentage of gross domestic product (GDP)","General government","Recreational and sporting services","Total general government expenditure","0.5",""
"2015","Norway","Percentage of gross domestic product (GDP)","General government","Recreational and sporting services","Total general government expenditure","0.3",""
"2015","Poland","Percentage of gross domestic product (GDP)","General government","Recreational and sporting services","Total general government expenditure","0.4",""
"2015","Portugal","Percentage of gross domestic product (GDP)","General government","Recreational and sporting services","Total general government expenditure","0.3",""
"2015","Romania","Percentage of gross domestic product (GDP)","General government","Recreational and sporting services","Total general government expenditure","0.3",""
"2015","Sweden","Percentage of gross domestic product (GDP)","General government","Recreational and sporting services","Total general government expenditure","0.5",""
"2015","Slovenia","Percentage of gross domestic product (GDP)","General government","Recreational and sporting services","Total general government expenditure","0.3",""
"2015","Slovakia","Percentage of gross domestic product (GDP)","General government","Recreational and sporting services","Total general government expenditure","0.2","p"
"2015","United Kingdom","Percentage of gross domestic product (GDP)","General government","Recreational and sporting services","Total general government expenditure","0.2",""
"2016","Austria","Percentage of gross domestic product (GDP)","General government","Recreational and sporting services","Total general government expenditure","0.3",""
"2016","Belgium","Percentage of gross domestic product (GDP)","General government","Recreational and sporting services","Total general government expenditure",":",""
"2016","Bulgaria","Percentage of gross domestic product (GDP)","General government","Recreational and sporting services","Total general government expenditure","0.2",""
"2016","Switzerland","Percentage of gross domestic product (GDP)","General government","Recreational and sporting services","Total general government expenditure",":",""
"2016","Cyprus","Percentage of gross domestic product (GDP)","General government","Recreational and sporting services","Total general government expenditure",":",""
"2016","Czech Republic","Percentage of gross domestic product (GDP)","General government","Recreational and sporting services","Total general government expenditure",":",""
"2016","Germany (until 1990 former territory of the FRG)","Percentage of gross domestic product (GDP)","General government","Recreational and sporting services","Total general government expenditure",":",""
"2016","Denmark","Percentage of gross domestic product (GDP)","General government","Recreational and sporting services","Total general government expenditure","0.4",""
"2016","Estonia","Percentage of gross domestic product (GDP)","General government","Recreational and sporting services","Total general government expenditure",":",""
"2016","Greece","Percentage of gross domestic product (GDP)","General government","Recreational and sporting services","Total general government expenditure",":",""
"2016","Spain","Percentage of gross domestic product (GDP)","General government","Recreational and sporting services","Total general government expenditure",":",""
"2016","Finland","Percentage of gross domestic product (GDP)","General government","Recreational and sporting services","Total general government expenditure",":",""
"2016","France","Percentage of gross domestic product (GDP)","General government","Recreational and sporting services","Total general government expenditure",":",""
"2016","Croatia","Percentage of gross domestic product (GDP)","General government","Recreational and sporting services","Total general government expenditure",":",""
"2016","Hungary","Percentage of gross domestic product (GDP)","General government","Recreational and sporting services","Total general government expenditure",":",""
"2016","Ireland","Percentage of gross domestic product (GDP)","General government","Recreational and sporting services","Total general government expenditure",":",""
"2016","Iceland","Percentage of gross domestic product (GDP)","General government","Recreational and sporting services","Total general government expenditure",":",""
"2016","Italy","Percentage of gross domestic product (GDP)","General government","Recreational and sporting services","Total general government expenditure",":",""
"2016","Lithuania","Percentage of gross domestic product (GDP)","General government","Recreational and sporting services","Total general government expenditure",":",""
"2016","Luxembourg","Percentage of gross domestic product (GDP)","General government","Recreational and sporting services","Total general government expenditure","0.5",""
"2016","Latvia","Percentage of gross domestic product (GDP)","General government","Recreational and sporting services","Total general government expenditure",":",""
"2016","Malta","Percentage of gross domestic product (GDP)","General government","Recreational and sporting services","Total general government expenditure",":",""
"2016","Netherlands","Percentage of gross domestic product (GDP)","General government","Recreational and sporting services","Total general government expenditure","0.5","p"
"2016","Norway","Percentage of gross domestic product (GDP)","General government","Recreational and sporting services","Total general government expenditure","0.4",""
"2016","Poland","Percentage of gross domestic product (GDP)","General government","Recreational and sporting services","Total general government expenditure",":",""
"2016","Portugal","Percentage of gross domestic product (GDP)","General government","Recreational and sporting services","Total general government expenditure",":",""
"2016","Romania","Percentage of gross domestic product (GDP)","General government","Recreational and sporting services","Total general government expenditure",":",""
"2016","Sweden","Percentage of gross domestic product (GDP)","General government","Recreational and sporting services","Total general government expenditure","0.6",""
"2016","Slovenia","Percentage of gross domestic product (GDP)","General government","Recreational and sporting services","Total general government expenditure",":",""
"2016","Slovakia","Percentage of gross domestic product (GDP)","General government","Recreational and sporting services","Total general government expenditure",":",""
"2016","United Kingdom","Percentage of gross domestic product (GDP)","General government","Recreational and sporting services","Total general government expenditure",":",""
